referencing_schema_name	referencing_object_name	referencing_object_type	referenced_schema_name	referenced_entity_name	referenced_object_type
cdc	CV3ClientDocProviderXrefARCIoIT	SQL_TRIGGER	NULL	CV3ClientDocProviderXrefARC_CDC_CT	USER_TABLE
cdc	CV3ClientDocProviderXrefARCIoIT	SQL_TRIGGER	NULL	inserted	NULL
cdc	CV3ClientDocProviderXrefCURIoIT	SQL_TRIGGER	NULL	CV3ClientDocProviderXrefCUR_CDC_CT	USER_TABLE
cdc	CV3ClientDocProviderXrefCURIoIT	SQL_TRIGGER	NULL	inserted	NULL
cdc	CV3ClientDocumentARCIoIT	SQL_TRIGGER	NULL	CV3ClientDocumentARC_CDC_CT	USER_TABLE
cdc	CV3ClientDocumentARCIoIT	SQL_TRIGGER	NULL	inserted	NULL
cdc	CV3ClientDocumentCURIoIT	SQL_TRIGGER	NULL	CV3ClientDocumentCUR_CDC_CT	USER_TABLE
cdc	CV3ClientDocumentCURIoIT	SQL_TRIGGER	NULL	inserted	NULL
cdc	CV3ObservationDocumentARCIoIT	SQL_TRIGGER	NULL	CV3ObservationDocumentARC_CDC_CT	USER_TABLE
cdc	CV3ObservationDocumentARCIoIT	SQL_TRIGGER	NULL	inserted	NULL
cdc	CV3ObservationDocumentCURIoIT	SQL_TRIGGER	NULL	CV3ObservationDocumentCUR_CDC_CT	USER_TABLE
cdc	CV3ObservationDocumentCURIoIT	SQL_TRIGGER	NULL	inserted	NULL
cdc	CV3ObservationXInfoARCIoIT	SQL_TRIGGER	NULL	CV3ObservationDocumentARC	USER_TABLE
cdc	CV3ObservationXInfoARCIoIT	SQL_TRIGGER	NULL	CV3ObservationXInfoARC_CDC_CT	USER_TABLE
cdc	CV3ObservationXInfoARCIoIT	SQL_TRIGGER	NULL	inserted	NULL
cdc	fn_cdc_get_all_changes_coln_applic_intf_xref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	coln_applic_intf_xref_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Address_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Address_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3AlertDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3AlertDeclaration_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3AlertMessageRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3AlertMessageRepository_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3AlertRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3AlertRepository_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Allergen_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Allergen_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3AllergyDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3AllergyDeclaration_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3AllergyReviewHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3AllergyReviewHistory_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3AlternateOrder_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3AlternateOrder_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3AncillaryName_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3AncillaryName_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3BasicObservation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3BasicObservation_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3CareProvider_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3CareProvider_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3CareProviderID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3CareProviderID_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3CareProviderRoleType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3CareProviderRoleType_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3CareProviderVisitRole_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3CareProviderVisitRole_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3CatalogClassTypeValue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3CatalogClassTypeValue_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClassType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClassType_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Client_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Client_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientDocProviderXrefARC_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientDocProviderXrefCUR_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientDocumentARC_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientDocumentCUR_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientEventDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientEventDeclaration_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientID_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientUserData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientUserData_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientVisit_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientVisit_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ClientVisitLocation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ClientVisitLocation_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3CodedHealthIssue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3CodedHealthIssue_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3CommentDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3CommentDeclaration_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3DiagnosticExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3DiagnosticExtension_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3EnterpriseVisitData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3EnterpriseVisitData_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3FRP_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3FRP_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3FRPContract_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3FRPContract_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3HealthIssueDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3HealthIssueDeclaration_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Location_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Location_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3MedicationExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3MedicationExtension_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ObsCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ObsCatalogMasterItem_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ObservationDocumentARC_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ObservationDocumentCUR_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ObservationXInfoARC_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ObservationXInfoCUR_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Order_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Order_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderAddnlInfo_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderAddnlInfo_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderCatalogMasterItem_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderClientDocumentXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderClientDocumentXref_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderComponent_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderComponent_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderPriority_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderPriority_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderReconcile_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderReconcile_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderReconcileComment_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderReconcileComment_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderReconcileDtl_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderReconcileDtl_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderReconcileOrderXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderReconcileOrderXref_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderReviewCategory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderReviewCategory_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderSessionType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderSessionType_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderSetMappedFieldValue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderSetMappedFieldValue_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderStatus_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderStatus_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderStatusHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderStatusHistory_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderTask_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderTask_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderTaskOccurrence_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderTaskOccurrence_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderType_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrderUserData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrderUserData_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OrganizationalUnit_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OrganizationalUnit_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3OutpatientOrder_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3OutpatientOrder_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3PatientCareDocument_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3PatientCareDocument_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Phone_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Phone_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3PhysicalNoteDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3PhysicalNoteDeclaration_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ProviderRole_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ProviderRole_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3ResultCatalogItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3ResultCatalogItem_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Service_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Service_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Source_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Source_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3Specimen_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3Specimen_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3TaskUserData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3TaskUserData_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3TextualObservationLine_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3TextualObservationLine_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3User_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3User_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3UserDictionaryValue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3UserDictionaryValue_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_CV3VisitID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	CV3VisitID_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SCMObsCodedValue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SCMObsCodedValue_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SCMObsFSListValues_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SCMObsFSListValues_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMAccommodation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMAccommodation_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBClientPrescription_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBClientPrescription_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBHCPCSList_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBHCPCSList_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBOrderMedRecReview_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBOrderMedRecReview_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBOrderMedRecReviewDetail_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBOrderMedRecReviewDetail_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBOutpatientReconciliation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBOutpatientReconciliation_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBOutpatientReconciliationDetail_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBOutpatientReconciliationDetail_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBPatientEducationDoc_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBPatientEducationDoc_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBPatientEducationLog_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBPatientEducationLog_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBPEDictionary_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBPEDictionary_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBPharmacy_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBPharmacy_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBPrescriptionHealthIssueXREF_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBPrescriptionHealthIssueXREF_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBSBillChargeDetail_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBSBillChargeDetail_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBSBillChargeHeader_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBSBillChargeHeader_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBSBillHCPCS_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBSBillHCPCS_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMBScriptFrequency_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMBScriptFrequency_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMClientEmployment_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMClientEmployment_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMClientEthnicityXRef_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMClientEthnicityXRef_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMClientVisitHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMClientVisitHistory_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMDisallowProviderRoleFacilityXRef_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMDisallowProviderRoleFacilityXRef_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMEffectiveDtmVisitHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMEffectiveDtmVisitHistory_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMGroupPractice_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMGroupPractice_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMGroupPracticeIdty_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMGroupPracticeIdty_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMGroupPracticeLocation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMGroupPracticeLocation_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMGroupPracticeLocationProviderXREF_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMGroupPracticeLocationProviderXREF_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMGuarantor_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMGuarantor_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMInsuranceCarrier_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMInsuranceCarrier_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMInsuranceType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMInsuranceType_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMPaymentMethod_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMPaymentMethod_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMREFIncomingReferral_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMREFIncomingReferral_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAAMVisitRegistration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAAMVisitRegistration_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXACCIDLClientImplant_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXACCIDLClientImplant_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXACCSDOHObservationCode_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXACCSDOHObservationCode_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXACCTravelType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXACCTravelType_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXADMAnswer_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXADMAnswer_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXADMDisease_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXADMDisease_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXADMDiseaseStageRecord_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXADMDiseaseStageRecord_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXADMQuestion_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXADMQuestion_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAEDBoard_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAEDBoard_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAEDLocationAudit_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAEDLocationAudit_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAEDStatus_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAEDStatus_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESAppointment_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESAppointment_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESApptEvtResourceXREF_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESApptEvtResourceXREF_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESBlockAppliedToResourceXREF_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESBlockAppliedToResourceXREF_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESBlockDefinition_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESBlockDefinition_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESBlockManagedOccurrence_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESBlockManagedOccurrence_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESBlockManualRelease_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESBlockManualRelease_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESBlockReasonDictionary_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESBlockReasonDictionary_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESBlockReleasedFromResourceXREF_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESBlockReleasedFromResourceXREF_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESCareProviderResource_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESCareProviderResource_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESDictionary_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESDictionary_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESEvent_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESEvent_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESEventCategoryEventXREF_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESEventCategoryEventXREF_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESLocationResource_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESLocationResource_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESPattern_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESPattern_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESResource_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESResource_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAESResourceXREF_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAESResourceXREF_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAHIMCoreReportFailed_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAHIMCoreReportFailed_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAHMEducationalMaterial_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAHMEducationalMaterial_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAHMOccurrenceActionStatusHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAHMOccurrenceActionStatusHistory_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAHMScheduledEventOccurrence_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAHMScheduledEventOccurrence_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAHMVaccineCatalogItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAHMVaccineCatalogItem_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAIMMVaccine_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAIMMVaccine_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAMMOrder_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAMMOrder_CDC_CT	USER_TABLE
cdc	fn_cdc_get_all_changes_SXAMMOrderSet_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	cdc	SXAMMOrderSet_CDC_CT	USER_TABLE
