foreign_key_name	parent_schema_name	parent_table_name	parent_columns	referenced_schema_name	referenced_table_name	referenced_columns	update_referential_action_desc	delete_referential_action_desc	is_disabled	is_not_trusted
ALLS_SXAHMClientScheduleReassignmentQueue_Client_FK	dbo	ALLS_SXAHMClientScheduleReassignmentQueue	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	0	0
ALLS_SXAHMClientScheduleReassignmentQueue_ClientSchedule_FK	dbo	ALLS_SXAHMClientScheduleReassignmentQueue	ClientScheduleID	dbo	SXAHMClientSchedule	ClientScheduleID	NO_ACTION	CASCADE	0	0
ALLS_SXAHMClientScheduleReassignmentQueue_NewClientSchedule_FK	dbo	ALLS_SXAHMClientScheduleReassignmentQueue	NewClientScheduleID	dbo	SXAHMClientSchedule	ClientScheduleID	NO_ACTION	NO_ACTION	0	0
ALLS_SXAHMClientScheduleReassignmentQueue_NewSchedule_FK	dbo	ALLS_SXAHMClientScheduleReassignmentQueue	ToScheduleID	dbo	SXAHMSchedule	ScheduleID	NO_ACTION	CASCADE	0	0
ALLS_SXAHMOccurrenceSaveAsDoneQueue_Client_FK	dbo	ALLS_SXAHMOccurrenceSaveAsDoneQueue	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	0	0
ALLS_SXAHMOccurrenceSaveAsDoneQueue_Event_FK	dbo	ALLS_SXAHMOccurrenceSaveAsDoneQueue	ToEventId	dbo	SXAHMEvent	EventID	NO_ACTION	CASCADE	0	0
ALLS_SXAHMOccurrenceSaveAsDoneQueue_NewOcc_FK	dbo	ALLS_SXAHMOccurrenceSaveAsDoneQueue	NewScheduledEventOccurrenceId	dbo	SXAHMScheduledEventOccurrence	ScheduledEventOccurrenceID	NO_ACTION	NO_ACTION	0	0
ALLS_SXAHMOccurrenceSaveAsDoneQueue_Occ_FK	dbo	ALLS_SXAHMOccurrenceSaveAsDoneQueue	ScheduledEventOccurrenceId	dbo	SXAHMScheduledEventOccurrence	ScheduledEventOccurrenceID	NO_ACTION	CASCADE	0	0
Disabled_CV3ActiveCareProvVisitRoleCV3CareProviderFK	dbo	CV3ActiveCareProvVisitRole	ProviderGUID	dbo	CV3CareProvider	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveCareProvVisitRoleCV3ClientFK	dbo	CV3ActiveCareProvVisitRole	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveChartCV3ClientFK	dbo	CV3ActiveChart	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitCV3ClientFK	dbo	CV3ActiveVisit	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitCV3ClientVisitFK	dbo	CV3ActiveVisit	VisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitListCV3ChartFK	dbo	CV3ActiveVisitList	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitListCV3ClientFK	dbo	CV3ActiveVisitList	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitListCV3ClientVisitFK	dbo	CV3ActiveVisitList	GUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitListCV3GenderFK	dbo	CV3ActiveVisitList	GenderCode	dbo	CV3Gender	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitListCV3LocationFK	dbo	CV3ActiveVisitList	CurrentLocationGUID	dbo	CV3Location	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ActiveVisitListCV3ServiceFK	dbo	CV3ActiveVisitList	ServiceGUID	dbo	CV3Service	GUID	NO_ACTION	NO_ACTION	1	1
CV3AddressSXAAMCountryFK	dbo	CV3Address	PhoneCountryID	dbo	SXAAMCountry	CountryID	NO_ACTION	NO_ACTION	0	0
Disabled_CV3AddressCV3ClientFK	dbo	CV3Address	ParentGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AddressCV3ClientVisitFK	dbo	CV3Address	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AddressCV3CountryDivisionFK	dbo	CV3Address	CountryDvsnCode	dbo	CV3CountryDivision	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AdvancedVisitListDataCV3ClientVisitFK	dbo	CV3AdvancedVisitListData	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertDeclarationCV3ChartFK	dbo	CV3AlertDeclaration	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertDeclarationCV3ClientFK	dbo	CV3AlertDeclaration	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertDeclarationCV3ClientVisitFK	dbo	CV3AlertDeclaration	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertDeclarationCV3UserFK	dbo	CV3AlertDeclaration	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertMessageCV3AlertDeclarationFK	dbo	CV3AlertMessage	ParentGUID	dbo	CV3AlertDeclaration	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertMessageCV3ClientFK	dbo	CV3AlertMessage	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertMessageRepositoryCV3AlertRepositoryFK	dbo	CV3AlertMessageRepository	ParentGUID	dbo	CV3AlertRepository	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AlertTypeRightsCV3RightsFK	dbo	CV3AlertTypeRights	RightGUID	dbo	CV3Rights	GUID	NO_ACTION	NO_ACTION	1	1
CV3AllergyDeclarationCV3AllergyCriticalityFK	dbo	CV3AllergyDeclaration	AllergyCriticalityID	dbo	CV3AllergyCriticality	AllergyCriticalityID	NO_ACTION	NO_ACTION	0	0
Disabled_CV3AllergyDeclarationCV3AllergenFK	dbo	CV3AllergyDeclaration	AllergenGUID	dbo	CV3Allergen	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclarationCV3ChartFK	dbo	CV3AllergyDeclaration	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclarationCV3ClientFK	dbo	CV3AllergyDeclaration	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclarationCV3ClientVisitFK	dbo	CV3AllergyDeclaration	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclarationCV3UserFK	dbo	CV3AllergyDeclaration	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclTemplateCV3AllergenFK	dbo	CV3AllergyDeclTemplate	AllergenGUID	dbo	CV3Allergen	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclTemplateCV3ChartFK	dbo	CV3AllergyDeclTemplate	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclTemplateCV3ClientFK	dbo	CV3AllergyDeclTemplate	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclTemplateCV3ClientVisitFK	dbo	CV3AllergyDeclTemplate	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AllergyDeclTemplateCV3UserFK	dbo	CV3AllergyDeclTemplate	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
CV3AncillaryNameCV3OrderCatalogItemFK	dbo	CV3AncillaryName	OrderCatalogItemGUID	dbo	CV3OrderCatalogItem	GUID	NO_ACTION	NO_ACTION	0	0
Disabled_CV3AncillaryOrderIDCV3ClientFK	dbo	CV3AncillaryOrderID	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AncillaryOrderIDCV3OrderFK	dbo	CV3AncillaryOrderID	OrderGUID	dbo	CV3Order	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3CareProviderFK	dbo	CV3AuditLog	CareProviderGUID	dbo	CV3CareProvider	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3ChartFK	dbo	CV3AuditLog	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3ClientFK	dbo	CV3AuditLog	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3ClientIDTypeFK	dbo	CV3AuditLog	ClientIDTypeCode	dbo	CV3ClientIDType	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3ClientVisitFK	dbo	CV3AuditLog	VisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3PrivacyStatusFK	dbo	CV3AuditLog	PrivacyStatusCode	dbo	CV3PrivacyStatus	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3UserFK	dbo	CV3AuditLog	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3AuditLogCV3WorkstationFK	dbo	CV3AuditLog	WorkstationID	dbo	CV3Workstation	IDCodeUpper	NO_ACTION	NO_ACTION	1	1
Disabled_CV3BasicObservationCV3BasicObservationFK	dbo	CV3BasicObservation	MasterGUID	dbo	CV3BasicObservation	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3BasicObservationCV3ChartFK	dbo	CV3BasicObservation	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3BasicObservationCV3ClientFK	dbo	CV3BasicObservation	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3BasicObservationCV3ClientVisitFK	dbo	CV3BasicObservation	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3BasicObservationCV3OrderFK	dbo	CV3BasicObservation	OrderGUID	dbo	CV3Order	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3BasicObservationCV3ResultCatalogItemFK	dbo	CV3BasicObservation	ResultItemGUID	dbo	CV3ResultCatalogItem	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3BasicObservationCV3UserFK	dbo	CV3BasicObservation	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CareProviderVisitRoleCV3CareProviderFK	dbo	CV3CareProviderVisitRole	ProviderGUID	dbo	CV3CareProvider	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CareProviderVisitRoleCV3CareProviderRoleTypeFK	dbo	CV3CareProviderVisitRole	RoleTypeGUID	dbo	CV3CareProviderRoleType	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CareProviderVisitRoleCV3ChartFK	dbo	CV3CareProviderVisitRole	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CareProviderVisitRoleCV3ClientFK	dbo	CV3CareProviderVisitRole	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CareProviderVisitRoleCV3ClientVisitFK	dbo	CV3CareProviderVisitRole	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CareProviderVisitRoleCV3ProviderRoleFK	dbo	CV3CareProviderVisitRole	RoleCode	dbo	CV3ProviderRole	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogClassTypeValueCV3ClassTypeFK	dbo	CV3CatalogClassTypeValue	ClassTypeGUID	dbo	CV3ClassType	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogClassTypeValueCV3OrderCatalogMasterItemFK	dbo	CV3CatalogClassTypeValue	CatalogMasterGUID	dbo	CV3OrderCatalogMasterItem	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemAllergenCV3AllergenFK	dbo	CV3CatalogItemAllergen	AllergenGUID	dbo	CV3Allergen	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemAllergenCV3OrderCatalogMasterItemFK	dbo	CV3CatalogItemAllergen	ItemGUID	dbo	CV3OrderCatalogMasterItem	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemDosageCV3DosageCriteriaTypeFK	dbo	CV3CatalogItemDosage	CriteriaTypeCode	dbo	CV3DosageCriteriaType	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemDosageCV3GenderFK	dbo	CV3CatalogItemDosage	GenderCode	dbo	CV3Gender	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemDosageCV3OrderCatalogMasterItemFK	dbo	CV3CatalogItemDosage	ItemGUID	dbo	CV3OrderCatalogMasterItem	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemDosageCV3OrderRouteFK	dbo	CV3CatalogItemDosage	RouteCode	dbo	CV3OrderRoute	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemDosageCV3UnitOfMeasureFK	dbo	CV3CatalogItemDosage	CriteriaTypeUom	dbo	CV3UnitOfMeasure	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemDuplicateCV3ClassTypeFK	dbo	CV3CatalogItemDuplicate	ClassTypeCode	dbo	CV3ClassType	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemDuplicateCV3OrderCatalogMasterItemFK	dbo	CV3CatalogItemDuplicate	OrderCatalogMasterItemGUID	dbo	CV3OrderCatalogMasterItem	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3FrequencyFK	dbo	CV3CatalogItemTask	DocPointFreqCode	dbo	CV3Frequency	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3OrderCatalogMasterItemFK	dbo	CV3CatalogItemTask	OrderCatalogMasterItemGUID	dbo	CV3OrderCatalogMasterItem	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3OrderEntryFormFK	dbo	CV3CatalogItemTask	TaskEntryFormGUID	dbo	CV3OrderEntryForm	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3PatientCareDocumentFK	dbo	CV3CatalogItemTask	PatientCareDocumentGUID	dbo	CV3PatientCareDocument	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3TaskPerformancePolicyFK	dbo	CV3CatalogItemTask	TaskPerformancePolicyGUID	dbo	CV3TaskPerformancePolicy	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3TaskReviewCategoryFK	dbo	CV3CatalogItemTask	TaskReviewCategoryGUID	dbo	CV3TaskReviewCategory	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3TaskTypeFK	dbo	CV3CatalogItemTask	TaskTypeGUID	dbo	CV3TaskType	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogItemTaskCV3UnitOfMeasureFK	dbo	CV3CatalogItemTask	OverdueMustReschedUom	dbo	CV3UnitOfMeasure	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogTransmitPolicyXRefCV3OrderCatalogMasterItemFK	dbo	CV3CatalogTransmitPolicyXRef	OrderCatalogMasterItemGUID	dbo	CV3OrderCatalogMasterItem	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3CatalogTransmitPolicyXRefCV3OrderTransmitPolicyFK	dbo	CV3CatalogTransmitPolicyXRef	TransmitPolicyGUID	dbo	CV3OrderTransmitPolicy	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ChartCV3ClientFK	dbo	CV3Chart	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ChartCV3OrganizationalUnitFK	dbo	CV3Chart	OrgUnitGUID	dbo	CV3OrganizationalUnit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ChartAnnotationCV3ChartFK	dbo	CV3ChartAnnotation	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ChartUserCV3ChartFK	dbo	CV3ChartUser	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ChartUserCV3UserFK	dbo	CV3ChartUser	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientCV3HouseholdFK	dbo	CV3Client	HouseholdGUID	dbo	CV3Household	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientCV3OccupationFK	dbo	CV3Client	OccupationCode	dbo	CV3Occupation	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientCV3PrivacyStatusFK	dbo	CV3Client	PrivacyStatusCode	dbo	CV3PrivacyStatus	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientContactCV3ClientFK	dbo	CV3ClientContact	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientContactCV3ClientVisitFK	dbo	CV3ClientContact	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientContactCV3CountryDivisionFK	dbo	CV3ClientContact	CountryDvsnCode	dbo	CV3CountryDivision	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailARCCV3ClientDocumentARCFK	dbo	CV3ClientDocDetailARC	ClientDocumentGUID, ArcType	dbo	CV3ClientDocumentARC	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailARCCV3ClientFK	dbo	CV3ClientDocDetailARC	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailCURCV3ClientDocumentCURFK	dbo	CV3ClientDocDetailCUR	ClientDocumentGUID, ArcType	dbo	CV3ClientDocumentCUR	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailCURCV3ClientFK	dbo	CV3ClientDocDetailCUR	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailHistXrefARCCV3ClientDocDetailARCFK	dbo	CV3ClientDocDetailHistXrefARC	ClientDocDetailGUID, ArcType	dbo	CV3ClientDocDetailARC	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailHistXrefARCCV3ClientDocHistoryARCFK	dbo	CV3ClientDocDetailHistXrefARC	ClientDocHistoryGUID, ArcType	dbo	CV3ClientDocHistoryARC	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailHistXrefARCCV3ClientFK	dbo	CV3ClientDocDetailHistXrefARC	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailHistXrefCURCV3ClientDocDetailCURFK	dbo	CV3ClientDocDetailHistXrefCUR	ClientDocDetailGUID, ArcType	dbo	CV3ClientDocDetailCUR	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailHistXrefCURCV3ClientDocHistoryCURFK	dbo	CV3ClientDocDetailHistXrefCUR	ClientDocHistoryGUID, ArcType	dbo	CV3ClientDocHistoryCUR	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocDetailHistXrefCURCV3ClientFK	dbo	CV3ClientDocDetailHistXrefCUR	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocHistoryARCCV3ClientDocumentARCFK	dbo	CV3ClientDocHistoryARC	ClientDocGUID, ArcType	dbo	CV3ClientDocumentARC	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocHistoryARCCV3ClientFK	dbo	CV3ClientDocHistoryARC	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocHistoryARCCV3UserFK	dbo	CV3ClientDocHistoryARC	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocHistoryCURCV3ClientDocumentCURFK	dbo	CV3ClientDocHistoryCUR	ClientDocGUID, ArcType	dbo	CV3ClientDocumentCUR	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocHistoryCURCV3ClientFK	dbo	CV3ClientDocHistoryCUR	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocHistoryCURCV3UserFK	dbo	CV3ClientDocHistoryCUR	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocProviderXrefARCCV3CareProviderFK	dbo	CV3ClientDocProviderXrefARC	ProviderGUID	dbo	CV3CareProvider	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocProviderXrefARCCV3ClientDocumentARCFK02	dbo	CV3ClientDocProviderXrefARC	ClientDocGUID, ArcType	dbo	CV3ClientDocumentARC	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocProviderXrefARCCV3ClientFK	dbo	CV3ClientDocProviderXrefARC	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocProviderXrefCURCV3CareProviderFK	dbo	CV3ClientDocProviderXrefCUR	ProviderGUID	dbo	CV3CareProvider	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocProviderXrefCURCV3ClientDocumentCURFK02	dbo	CV3ClientDocProviderXrefCUR	ClientDocGUID, ArcType	dbo	CV3ClientDocumentCUR	GUID, ArcType	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocProviderXrefCURCV3ClientFK	dbo	CV3ClientDocProviderXrefCUR	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentARCCV3CareProviderFK	dbo	CV3ClientDocumentARC	AuthoredProviderGUID	dbo	CV3CareProvider	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentARCCV3ChartFK	dbo	CV3ClientDocumentARC	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentARCCV3ClientFK	dbo	CV3ClientDocumentARC	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentARCCV3ClientVisitFK	dbo	CV3ClientDocumentARC	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentARCCV3LocationFK	dbo	CV3ClientDocumentARC	LocationGUID	dbo	CV3Location	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentARCCV3PatientCareDocumentFK	dbo	CV3ClientDocumentARC	PatCareDocGUID	dbo	CV3PatientCareDocument	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentARCCV3UserFK	dbo	CV3ClientDocumentARC	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentCURCV3CareProviderFK	dbo	CV3ClientDocumentCUR	AuthoredProviderGUID	dbo	CV3CareProvider	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentCURCV3ChartFK	dbo	CV3ClientDocumentCUR	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentCURCV3ClientFK	dbo	CV3ClientDocumentCUR	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentCURCV3ClientVisitFK	dbo	CV3ClientDocumentCUR	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentCURCV3LocationFK	dbo	CV3ClientDocumentCUR	LocationGUID	dbo	CV3Location	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentCURCV3PatientCareDocumentFK	dbo	CV3ClientDocumentCUR	PatCareDocGUID	dbo	CV3PatientCareDocument	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientDocumentCURCV3UserFK	dbo	CV3ClientDocumentCUR	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclarationCV3ChartFK	dbo	CV3ClientEventDeclaration	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclarationCV3ClientEventTypeFK	dbo	CV3ClientEventDeclaration	TypeCode	dbo	CV3ClientEventType	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclarationCV3ClientFK	dbo	CV3ClientEventDeclaration	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclarationCV3ClientVisitFK	dbo	CV3ClientEventDeclaration	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclarationCV3UserFK	dbo	CV3ClientEventDeclaration	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclTemplateCV3ChartFK	dbo	CV3ClientEventDeclTemplate	ChartGUID	dbo	CV3Chart	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclTemplateCV3ClientEventTypeFK	dbo	CV3ClientEventDeclTemplate	TypeCode	dbo	CV3ClientEventType	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclTemplateCV3ClientFK	dbo	CV3ClientEventDeclTemplate	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclTemplateCV3ClientVisitFK	dbo	CV3ClientEventDeclTemplate	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientEventDeclTemplateCV3UserFK	dbo	CV3ClientEventDeclTemplate	UserGUID	dbo	CV3User	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientIDCV3ClientFK	dbo	CV3ClientID	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientIDCV3ClientIDTypeFK	dbo	CV3ClientID	TypeCode	dbo	CV3ClientIDType	Code	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientNameCV3ClientFK	dbo	CV3ClientName	PersonGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientNameCV3ClientVisitFK	dbo	CV3ClientName	ClientVisitGUID	dbo	CV3ClientVisit	GUID	NO_ACTION	NO_ACTION	1	1
Disabled_CV3ClientUserDataCV3ClientFK	dbo	CV3ClientUserData	ClientGUID	dbo	CV3Client	GUID	NO_ACTION	NO_ACTION	1	1
