schema_name	routine_name	routine_type	parameter_id	parameter_name	data_type	character_or_binary_length	precision	scale	is_output	has_default_value	default_value
cdc	fn_cdc_get_all_changes_coln_applic_intf_xref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_coln_applic_intf_xref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_coln_applic_intf_xref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Address_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Address_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Address_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertMessageRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertMessageRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertMessageRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlertRepository_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Allergen_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Allergen_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Allergen_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AllergyDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AllergyDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AllergyDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AllergyReviewHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AllergyReviewHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AllergyReviewHistory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlternateOrder_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlternateOrder_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AlternateOrder_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AncillaryName_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AncillaryName_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3AncillaryName_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3BasicObservation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3BasicObservation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3BasicObservation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProvider_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProvider_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProvider_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderRoleType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderRoleType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderRoleType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderVisitRole_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderVisitRole_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CareProviderVisitRole_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CatalogClassTypeValue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CatalogClassTypeValue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CatalogClassTypeValue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClassType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClassType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClassType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Client_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Client_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Client_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocProviderXrefCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientEventDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientEventDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientEventDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientID_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientUserData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientUserData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientUserData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientVisit_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientVisit_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientVisit_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientVisitLocation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientVisitLocation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ClientVisitLocation_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CodedHealthIssue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CodedHealthIssue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CodedHealthIssue_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CommentDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CommentDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3CommentDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3DiagnosticExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3DiagnosticExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3DiagnosticExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3EnterpriseVisitData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3EnterpriseVisitData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3EnterpriseVisitData_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3FRP_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3FRP_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3FRP_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3FRPContract_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3FRPContract_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3FRPContract_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3HealthIssueDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3HealthIssueDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3HealthIssueDeclaration_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Location_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Location_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Location_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3MedicationExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3MedicationExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3MedicationExtension_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObsCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObsCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObsCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationDocumentCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoARC_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3ObservationXInfoCUR_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Order_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Order_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3Order_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderAddnlInfo_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderAddnlInfo_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderAddnlInfo_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderCatalogMasterItem_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderClientDocumentXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderClientDocumentXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderClientDocumentXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderComponent_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderComponent_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderComponent_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderPriority_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderPriority_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderPriority_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcile_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcile_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcile_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileComment_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileComment_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileComment_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileDtl_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileDtl_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileDtl_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileOrderXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileOrderXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReconcileOrderXref_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReviewCategory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReviewCategory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderReviewCategory_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderSessionType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	1	@from_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderSessionType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	2	@to_lsn	binary	10	0	0	0	0	NULL
cdc	fn_cdc_get_all_changes_CV3OrderSessionType_CDC	SQL_INLINE_TABLE_VALUED_FUNCTION	3	@row_filter_option	nvarchar	30	0	0	0	0	NULL
